#VARNUM,VARNAM,VARUNIT,SHORTNAME,DOMAIN,PRECISION,DECIMALS,REPORTFORM,UNITCODE,ACTIVE,ALPHAVAR,CATEGORY1,CATEGORY2,SPARE1,SPARE2,DBVER24,DATECREATE,TIMECREATE,USERCREATE,DATEMOD,TIMEMOD,USERMOD
2010,Siphonic Overflow Volume (Ml),megalitres,Siphonic Overflow Vo,WQ,0.00001,5,LEVEL,ML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2011,Electrical Conductivity @ 25C (ms/cm),millisiemens/cm,Electrical Conductiv,WQ,0.00001,5,LEVEL,MSCM,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2012,Conductivity (\181S/cm),\181S/cm @ 25\176C,\181S/cm @ 25\176C,WQ,1,0,LEVEL,MISC,T,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2013,Electrical Conductivity (ppm),ppm,Electrical Conductiv,OTH,0.00001,5,LEVEL,PPM,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2014,PM10 (mg),milligrams,PM10 (mg),OTH,0.00001,5,LEVEL,MG,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2015,PM10 (\181S/cmg),micrograms,PM10 (\181S/cmg),OTH,0.00001,5,LEVEL,MICG,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2016,PM10 - 8 HOUR ROLLING AVERAGE (\181S/cmg),micrograms,PM10 - 8 HOUR ROLLIN,OTH,0.00001,5,LEVEL,MICG,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2017,PM10 -24 HOUR AVERAGE (\181S/cmg),micrograms,PM10 -24 HOUR AVERAG,OTH,0.00001,5,LEVEL,MICG,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2019,PM10 (\181S/cmg),micrograms,PM10 (\181S/cmg),OTH,0.00001,5,LEVEL,MICG,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2021,Specific Gravity (g/ml),Grams/ml,Specific Gravity (g/,WQ,0.00001,5,LEVEL,GM,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2023,Viscosity (mPa.s),millipascals.s,Viscosity (mPa.s),WQ,0.00001,5,LEVEL,MIPA,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2030,Turbidity (NTU),NTU,Turbidity (NTU),WQ,0.00001,5,LEVEL,NTU,T,,,,,,F,,0,,02/03/2012,1349,SPETCHEL
2040,Transmissivity (%),percent,Transmissivity (%),OTH,0.00001,5,LEVEL,SCAL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2046,Transparency (secchi depth) (m),metres,Transparency (secchi,WQ,0.00001,5,LEVEL,M,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2049,Gilvin Absorbtion,,Gilvin Absorbtion,WQ,0.00001,5,LEVEL,SCAL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2051,Colour - True (Hazen units),Hazen units,Colour - True (Hazen,WQ,0.00001,5,LEVEL,SCAL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2053,Colour - Apparent (Hazen units),Hazen units,Colour - Apparent (H,WQ,0.00001,5,LEVEL,SCAL,T,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2054,Colour (True Filtered) (PCU),PCU,Colour True (PCU),OTH,0.000001,6,LEVEL,SCAL,T,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2055,pH Colour,Units,pH Colour,OTH,0.001,3,LEVEL,SCAL,T,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2060,Dry Bulb Temperature (\176C),Degrees celcius,Dry Bulb Temperature,MET,0.00001,5,LEVEL,DEGC,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2061,Dry Bulb Temp (Corrected) (\176C),Degrees celcius,Dry Bulb Temp (Corre,MET,0.00001,5,LEVEL,DEGC,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2062,Ambient Air Temperature (\176C),Degrees celcius,Ambient Air Temperat,MET,0.00001,5,LEVEL,DEGC,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2063,Mean Air Temperature (\176C),Degrees celcius,Mean Air Temperature,MET,0.00001,5,LEVEL,DEGC,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2065,Air Temperature (\176C),Degrees celcius,Air Temperature (\176C),MET,0.00001,5,LEVEL,DEGC,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2066,Maximum Air Temperature (\176C),Degrees celcius,Maximum Air Temperat,MET,0.00001,5,LEVEL,DEGC,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2067,Minimum Air Temperature (\176C),Degrees celcius,Minimum Air Temperat,MET,0.00001,5,LEVEL,DEGC,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2068,Wet Bulb Temperature (\176C),Degrees celcius,Wet Bulb Temperature,MET,0.00001,5,LEVEL,DEGC,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2069,Dew Point (\176C),Degrees celcius,Dew Point (\176C),MET,0.00001,5,LEVEL,DEGC,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2070,Relative Humidity (%),%,Relative Humidity (%,OTH,0.00001,5,LEVEL,SCAL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2071,Relative Humidity ( Corrected ) (%),%,Relative Humidity (,OTH,0.00001,5,LEVEL,SCAL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2072,Relative Humidity - Maximum (%),%,Relative Humidity -,OTH,0.00001,5,LEVEL,SCAL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2073,Relative Humidity - Minimum (%),%,Relative Humidity -,OTH,0.00001,5,LEVEL,SCAL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2080,Water Temperature (\176C),Degrees celcius,Water Temperature (d,WQ,0.00001,5,LEVEL,DEGC,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2081,Water Temp Corr Factor,Factor,Water Temp Corr Fact,WQ,0.00001,5,LEVEL,SCAL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2100,pH,pH units,pH,WQ,0.00001,5,LEVEL,SCAL,T,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2102,Oxygen Reductn Pot (REDOX) (mV),millivolts,Oxygen Reductn Pot (,WQ,0.00001,5,LEVEL,MV,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2111,Acidity as CaCO3 (mg/l),mg/l,Acidity as CaCO3 (mg,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2113,Total Alkalinity as CaCO3 (mg/l),mg/l,Total Alk. (mg/l),WQ,0.00001,5,LEVEL,MGL,T,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2114,Phenolphthalein Alkalinity as CaCO3 (mg/,mg/l,Phenolphthalein Alka,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2115,Residual Alkalinity as Na2CO3 (mg/l),mg/l,Residual Alkalinity,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2116,Bicarbonate Alkalinity as CaCO3 (mg/l),mg/l,Bicarb Alk. (mg/l),OTH,0.000001,6,LEVEL,MGL,T,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2117,Carbonate Alkalinity as CaCO3 (mg/l),mg/l,Carb Alk. (mg/l),OTH,0.000001,6,LEVEL,MGL,T,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2118,Hydroxide Alkalinity as CaCO3 (mg/l),mg/l,Hydroxide Alk (mg/l),OTH,0.000001,6,LEVEL,MGL,T,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2121,Calcium Carbonate Saturation (mg/l),mg/l,Calcium Carbonate Sa,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2122,Langlier Index (mg/l),mg/l,Langlier Index (mg/l,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2123,Alkalinity Hydroxide as OH (mg/l),mg/l,Alkalinity Hydroxide,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2124,Alkalinity Carbonate as CO3 (mg/l),mg/l,Alkalinity Carbonate,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2125,Alkalinity Bicarbonate as HCO3 (mg/l),mg/l,Alkalinity Bicarbona,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2126,Total Inorganic Carbon (mg/l),mg/l,Total Inorganic Carb,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2131,Hardness as CaCO3 (measured) (mg/l),mg/l,Hardness as CaCO3 (m,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2132,Hardness as CaCO3 (calculated) (mg/l),mg/l,Hardness as CaCO3 (c,WQ,0.00001,5,LEVEL,MGL,T,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2133,Calcium hardness as CaCO3 (mg/l),mg/l,Ca hard. as CaCO3,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,31/01/2014,1556,SPETCHEL
2134,Magnesium hardness as CaCO3 (mg/l),mg/l,Mg hard. as CaCO3,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,31/01/2014,1558,SPETCHEL
2141,Hydrogen as H (mg/l),mg/l,Hydrogen as H (mg/l),WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2143,Sodium Adsorption Ratio (mg/l),mg/l,Sodium Adsorption Ra,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2169,Total Dissolved Solids (calc) (mg/l),mg/l,Total Dissolved Soli,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2170,Total Dissolved Ions (mg/l),mg/l,Total Dissolved Ions,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2171,Total Solids (mg/l),mg/l,Total Solids (mg/l),WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2172,Total Suspended Solids (mg/l),mg/l,TSS (mg/l),WQ,0.00001,5,LEVEL,MGL,T,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2173,Volatile Suspended Solids (mg/l),mg/l,Volatile Suspended S,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2174,Fixed Suspended Solids (mg/l),mg/l,Fixed Suspended Soli,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2175,Total Dissolved Solids (measured) (mg/l),mg/l,Total Dissolved Soli,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2176,Volatile Dissolved Solids (mg/l),mg/l,Volatile Dissolved S,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2177,Fixed Dissolved Solids (mg/l),mg/l,Fixed Dissolved Soli,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2178,Total Volatile Solids (mg/l),mg/l,Total Volatile Solid,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2179,Volatile residue (mg/l),mg/l,Volatile residue (mg,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2180,Fixed Solids (mg/l),mg/l,Fixed Solids (mg/l),WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2181,Fixed and Volatile Solids (ignited at 50,mg/l,Fixed and Volatile S,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2182,Settleable matter (mg/l),mg/l,Settleable matter (m,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2196,Sludge (total) (%),%,Sludge (total) (%),OTH,0.00001,5,LEVEL,SCAL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2197,Sludge (solids) wet (%),%,Sludge (solids) wet,OTH,0.00001,5,LEVEL,SCAL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2198,Sludge dried (%),%,Sludge dried (%),OTH,0.00001,5,LEVEL,SCAL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2301,Calcium as Ca - total (mg/l),mg/l,Ca - total (mg/l),WQ,0.00001,5,LEVEL,MGL,T,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2302,Calcium as Ca - soluble (mg/l),mg/l,Calcium as Ca - solu,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2303,Calcium Oxide (%),%,Calcium Oxide (%),OTH,0.00001,5,LEVEL,SCAL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2311,Chloride as Cl (mg/l),mg/l,Cl (mg/l),WQ,0.00001,5,LEVEL,MGL,T,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2316,Chloride as NaCl (mg/l),mg/l,Chloride as NaCl (mg,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2317,Chlorine demand/requirement (mg/l),mg/l,Chlorine demand/requ,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2321,Magnesium as Mg - total (mg/l),mg/l,Mg - total (mg/l),WQ,0.00001,5,LEVEL,MGL,T,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2322,Magnesium as Mg - soluble (mg/l),mg/l,Magnesium as Mg - so,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2331,Nitrate Nitrogen (mg/l),mg/l,Nitrate N (mg/l),WQ,0.00001,5,LEVEL,MGL,T,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2332,Nitrite Nitrogen (mg/l),mg/l,Nitrite N (mg/l),WQ,0.00001,5,LEVEL,MGL,T,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2333,Nitrate + nitrite as N - total (mg/l),mg/l,Total NO2+NO3 (mg/l),WQ,0.00001,5,LEVEL,MGL,T,,,,,,F,,0,,14/05/2014,1206,SPETCHEL
2334,Free Ammonia as N (mg/l),mg/l,Free Ammonia as N (m,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2335,Ammonia as N - total (mg/l),mg/l,Ammonia as N - total,WQ,0.00001,5,LEVEL,MGL,T,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2336,Kjeldahl Nitrogen (mg/l),mg/l,Kjeldahl N (mg/l),WQ,0.00001,5,LEVEL,MGL,T,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2337,Total Nitrogen (mg/l),mg/l,Total N (mg/l),WQ,0.00001,5,LEVEL,MGL,T,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2338,Albuminoid Nitrogen (mg/l),mg/l,Albuminoid Nitrogen,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2339,Organic Nitrogen (mg/l),mg/l,Organic Nitrogen (mg,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2340,Inorganic Nitrogen (mg/l),mg/l,Inorganic Nitrogen (,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2341,Detrital Nitrogen (mg/l),mg/l,Detrital Nitrogen (m,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2342,Albuminoid filtered (mg/l),mg/l,Albuminoid filtered,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2343,Nitrate + nitrite as N - soluble (mg/l),mg/l,Nitrate + nitrite as,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2344,Nitrate + nitrite as N - non filterable,mg/l,Nitrate + nitrite as,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2345,Ammonia as N - soluble (mg/l),mg/l,Ammonia as N - solub,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2346,Ammonia as N - non filterable (mg/l),mg/l,Ammonia as N - non f,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2347,Oxidised Nitrogen (mg/l),mg/l,Oxidised Nitrogen (m,OTH,0.000001,6,LEVEL,MGL,T,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2351,Dissolved Oxygen (mg/l),mg/l,Dissolved Oxygen (mg,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2352,Oxygen (Dissolved) (% sat),% sat,Oxygen (Dissolved) (,OTH,0.00001,5,LEVEL,SCAL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2361,Orthophosphate total (mg/l),mg/l,,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2362,Total Acid Hydrolysable P (mg/l),mg/l,,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2363,Total Phosphorus as P (mg/l),mg/l,Total P (mg/l),WQ,0.01,2,LEVEL,MGL,T,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2364,Total Reactive Phosphorus (mg/l),mg/l,Total Reac. P (mg/l),WQ,0.00001,5,LEVEL,MGL,T,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2365,Filtered Reactive Phosphorus (mg/l),mg/l,FRP (mg/l),WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2366,Total React P (Orthophosphate) - non fil,mg/l,,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2367,Total Phosphorus as P (filt) (mg/l),mg/l,Total P filt. (mg/l),WQ,0.01,2,LEVEL,MGL,T,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2371,Sol React P (orthophosphate) (mg/l),mg/l,,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2372,Soluble Acid Hydrolysable P (mg/l),mg/l,,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2373,Soluble Phosphorus as P (mg/l),mg/l,Soluble P (mg/l),WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2374,Filtered Reactive Phosphorus (mg/l),mg/l,FRP (mg/l),WQ,0.00001,5,LEVEL,MGL,T,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2375,Suspended Total Phosphorus (mg/l),mg/l,,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2376,Suspended Reactive Phosphorus (mg/l),mg/l,,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2377,Suspended acid Hydrolysable Phosphorus,mg/l,,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2378,Suspended Reactive & Acid Hydrol. P,mg/l,,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2381,Potassium as K (mg/l),mg/l,K (mg/l),WQ,0.00001,5,LEVEL,MGL,T,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2391,Sodium as Na (mg/l),mg/l,Na (mg/l),WQ,0.00001,5,LEVEL,MGL,T,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2401,Sulphate as SO4 (mg/l),mg/l,SO4 (mg/l),WQ,0.00001,5,LEVEL,MGL,T,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2402,Sulphate as S (mg/l),mg/l,Sulphate as S (mg/l),WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2403,Sulphite as SO3 (mg/l),mg/l,Sulphite as SO3 (mg/,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2404,Sulphite as S (mg/l),mg/l,Sulphite as S (mg/l),WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2405,Sulphide as S (mg/l),mg/l,Sulphide as S (mg/l),WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2406,Hydrogen Sulphide (mg/l),mg/l,Hydrogen Sulphide (m,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2408,Total Sulphur as S (mg/l),mg/l,Total Sulphur as S (,OTH,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2410,Sulphate as SO4 - Turbidmetric (mg/l),mg/l,SO4 - Turbid (mg/l),OTH,0.00001,5,LEVEL,MGL,T,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2501,Aluminium as Al - total (mg/l),mg/l,Aluminium as Al - to,WQ,0.00001,5,LEVEL,MGL,T,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2502,Aluminium as Al - soluble (mg/l),mg/l,Aluminium as Al - so,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2503,Aluminium as Al - non-filterable (mg/l),mg/l,Aluminium as Al - no,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2511,Antimony as Sb - total (mg/l),mg/l,Antimony as Sb - tot,WQ,0.00001,5,LEVEL,MGL,T,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2512,Antimony as Sb - soluble (mg/l),mg/l,Antimony as Sb - sol,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2513,Antimony as Sb - non-filterable (mg/l),mg/l,Antimony as Sb - non,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2521,Arsenic as As - total (mg/l),mg/l,As - total (mg/l),WQ,0.00001,5,LEVEL,MGL,T,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2522,Arsenic as As - soluble (mg/l),mg/l,Arsenic as As - solu,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2523,Arsenic as As - non-filterable (mg/l),mg/l,Arsenic as As - non-,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2524,Arsenic as As - total (\181g/l),micrograms/litre,Arsenic as As - tota,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2525,Arsenic as As - soluble (\181g/l),micrograms/litre,Arsenic as As - solu,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2531,Barium as Ba - total (mg/l),mg/l,Barium as Ba - total,WQ,0.00001,5,LEVEL,MGL,T,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2532,Barium as Ba - soluble (mg/l),mg/l,Barium as Ba - solub,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2533,Barium as Ba - non-filterable (mg/l),mg/l,Barium as Ba - non-f,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2541,Bismuth as Bi - total (mg/l),mg/l,Bismuth as Bi - tota,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2542,Bismuth as Bi - soluble (mg/l),mg/l,Bismuth as Bi - solu,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2543,Bismuth as Bi - non-filterable (mg/l),mg/l,Bismuth as Bi - non-,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2551,Boron as B (mg/l),mg/l,Boron as B (mg/l),WQ,0.00001,5,LEVEL,MGL,T,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2561,Bromide as Br (mg/l),mg/l,Bromide as Br (mg/l),WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2571,Cadmium as Cd - total (mg/l),mg/l,Cd - total (mg/l),WQ,0.00001,5,LEVEL,MGL,T,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2572,Cadmium as Cd - soluble (mg/l),mg/l,Cadmium as Cd - solu,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2573,Cadmium as Cd - non-filterable (mg/l),mg/l,Cadmium as Cd - non-,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2574,Cadmium as Cd - total (\181g/l),micrograms/litre,Cadmium as Cd - tota,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2575,Cadmium as Cd - soluble (\181g/l),micrograms/litre,Cadmium as Cd - solu,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2581,Cesium as Cs - total (mg/l),mg/l,Cesium as Cs - total,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2582,Cesium as Cs - soluble (mg/l),mg/l,Cesium as Cs - solub,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2583,Cesium as Cs - non-filterable (mg/l),mg/l,Cesium as Cs - non-f,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2591,Total Chlorine (mg/l),mg/l,Total Chlorine (mg/l,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2592,Free chlorine (mg/l),mg/l,Free chlorine (mg/l),WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2596,Residual Chlorine (mg/l),mg/l,Residual Chlorine (m,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2597,Combined Chlorine (mg/l),mg/l,Combined Chlorine (m,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2601,Chromium as Cr - total (mg/l),mg/l,Cr - total (mg/l),WQ,0.00001,5,LEVEL,MGL,T,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2602,Chromium as Cr - soluble (mg/l),mg/l,Chromium as Cr - sol,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
